577,18,3,"Stratus","",2006-05-14 22:32:35.247000000
578,18,1,"Town & Country","S",2009-12-03 18:28:13.090000000
579,18,3,"Vision","",2006-05-14 22:35:16.170000000
580,18,1,"Voyager","",2006-05-14 22:39:12.967000000
581,19,2,"Xsara","",2006-05-14 22:40:25.390000000
582,19,4,"Xsara Break","",2006-05-14 22:40:47.373000000
583,19,2,"Bx","",2006-05-14 22:42:17.030000000
585,19,2,"ZX","",2006-05-14 22:43:10.653000000
586,19,12,"XM","",2006-05-14 22:43:23.857000000
587,19,2,"Xantia","",2006-05-14 22:44:10.890000000
589,19,2,"AX","",2006-05-14 22:45:18.967000000
590,19,5,"Berlingo","N",2009-12-03 18:28:53.310000000
591,19,2,"3 CV","",2006-05-14 22:46:12.937000000
592,20,3,"Espero","",2006-05-14 22:53:01.717000000
593,20,2,"Lanos","",2006-05-14 22:53:13.450000000
594,20,3,"Lanos Sedan","",2006-05-14 22:53:30.203000000
595,20,4,"Nubira Wagon","",2006-05-14 22:54:08.030000000
596,20,3,"Nubira","",2006-05-14 22:54:17.483000000
597,20,3,"Leganza","",2006-05-14 22:55:11.590000000
598,20,3,"Prince","",2006-05-14 22:55:49.763000000
599,20,3,"Super Salon","",2006-05-14 22:58:01.983000000
600,20,2,"Racer","",2006-05-14 22:58:58.560000000
601,20,2,"Tico","",2006-05-14 22:59:18.577000000
602,21,3,"Applause","",2006-05-14 23:04:33.640000000
603,21,2,"Charade","",2006-05-14 23:05:58.293000000
604,21,2,"Cuore","",2006-05-14 23:06:21.890000000
605,21,8,"Feroza","",2006-05-14 23:06:36.780000000
606,21,1,"Gran Move","",2006-05-14 23:07:19.170000000
607,21,1,"Move Van","",2006-05-14 23:07:30.950000000
608,21,9,"Terios","",2006-05-14 23:08:35.700000000
609,30,11,"Dakota","",2006-05-14 23:18:42.873000000
610,30,9,"Durango","",2006-05-14 23:19:09.983000000
611,30,7,"Viper","",2006-05-14 23:22:12.590000000
612,30,1,"Avenger","",2006-05-14 23:23:12.530000000
613,30,3,"Charger","",2006-05-14 23:23:38.170000000
614,30,3,"Dart","",2006-05-14 23:24:00.700000000
615,30,3,"Intrepid","",2006-05-14 23:24:21.670000000
616,30,3,"Le Baron","",2006-05-14 23:24:38.043000000
617,30,3,"Magnum","",2006-05-14 23:24:55.577000000
618,30,3,"Polara","",2006-05-14 23:25:09.043000000
619,30,6,"Stealth","",2006-05-14 23:26:19.640000000
620,27,6,"348","",2006-05-14 23:33:53.500000000
621,27,6,"612","",2006-05-14 23:34:12.623000000
622,27,6,"Dino 246 GT","",2006-05-14 23:34:31.967000000
623,27,6,"Dino 308","",2006-05-14 23:34:56.293000000
624,27,6,"F355","",2006-05-14 23:35:20.450000000
625,27,6,"F355 F1","",2006-05-14 23:35:41.640000000
626,27,6,"F430","",2006-05-14 23:36:15.200000000
627,27,6,"F456 M","",2006-05-14 23:37:23.810000000
628,27,6,"F50","",2006-05-14 23:37:38.733000000
629,27,6,"F512 M","",2006-05-14 23:38:02.497000000
630,27,6,"F575 M","",2006-05-14 23:38:26.950000000
631,17,3,"1750","",2006-05-14 23:46:37.670000000
632,17,3,"2300 B","",2006-05-14 23:46:58.513000000
633,17,3,"2300 SL","",2006-05-14 23:47:11.123000000
634,17,3,"2300 TI","",2006-05-14 23:47:24.810000000
635,17,3,"2300 TI4","",2006-05-14 23:47:41.013000000
636,37,6,"914","N",2009-12-03 19:09:46.373000000
637,37,6,"944","N",2009-12-03 19:09:46.373000000
638,37,7,"Spyder 550","N",2009-12-03 19:09:46.373000000
639,37,7,"Spyder 500","N",2009-12-03 19:09:46.373000000
640,37,7,"Spyder 500","N",2009-12-03 19:09:46.373000000
641,1,6,"Bravo","S",2011-02-02 16:51:04.730000000
642,1,2,"Brava","",2006-05-15 00:06:31.247000000
644,1,3,"Duna","",2006-05-15 00:07:01.623000000
645,1,4,"Elba","",2006-05-15 00:07:14.840000000
646,1,3,"Oggi","",2006-05-15 00:07:27.357000000
647,1,4,"Panorama","",2006-05-15 00:07:41.450000000
648,1,3,"Premio","",2006-05-15 00:08:33.967000000
649,1,2,"Punto","S",2007-08-10 15:53:19.903000000
650,1,2,"Spazio","",2006-05-15 00:09:06.530000000
